x,y
1112.1740392141762,1176.2515171225393
692.4536164729176,1501.4247069542926
902.4612927074278,290.6332494867573
1289.1918356113954,1409.1661380832504
291.4745380751891,601.6144391233992
691.0336023942976,1499.4433161849363
109.06940586519066,1009.9385589779392
305.77319198800774,601.9423130212467
319.09158480759027,603.6037220006658
1308.2294988937865,1401.9015667753251
989.6788537853589,800.1185143973261
290.4903234220616,584.5009550660159
807.1315656968712,924.9074897424174
904.6748174447631,295.8913565466618
691.4181609250919,1500.1688219070834
793.8498074005713,898.9951220966321
797.4607516158163,921.214368993995
693.1589075816723,1494.4191438062742
982.1930156507201,803.8445456655967
1394.8035626445248,114.3596905152356
409.42433915657364,403.3617458064475
1098.099413581781,1194.9101089688415
1385.8690452137248,97.27449039745494
1309.9524197609287,1400.0042173605307
1001.0748402702784,798.961687641399
1413.59811208401,121.38907649191316
1099.8680036703101,1187.8589197040917
302.4992028088939,594.9443937098243
1481.864996669359,1287.1889701266525
100.34291185307323,1005.4668058379899
1004.225672648396,813.1596971457042
899.2159156969726,282.95957855000256
116.3089449998314,987.4553037244939
1087.2537078386006,1195.0707626683827
1095.0934907502588,1201.57997279705
1306.0477373733718,1408.036427705687
687.7213168898719,1497.837468939909
97.1448651875042,1007.097833175621
1010.1234022327654,803.6882464657324
696.215380576006,1493.2813768420363
1092.2989330815553,1202.974902516428
1397.4999325986262,97.76984874853368
1000.8246954360858,813.0344115039684
382.920787261113,412.85622667680815
1104.414331800391,1203.4123255952811
301.10880930293,594.980130266185
694.9708420528804,1485.7033964977968
1012.4536304901169,800.0754208249695
404.91560105487014,404.4231078400323
891.8240631614691,298.75442206013844
790.5408082894915,905.4800526084842
1107.9609600067813,1220.1802896316808
1503.951577175034,1300.6056647977564
898.6595020507485,305.3318231417077
1404.0323970680731,92.91487712746274
789.9054799591412,898.6907066385589
801.9682661679508,899.6923174949259
907.2868553241678,292.5692347946949
110.34046749867909,990.191275558697
1320.7697426558266,1395.0695219196807
816.6019989258872,890.234051058186
406.57928563327306,416.5731362382955
689.4530775555032,1509.900072002261
906.6528744548624,313.7097142344489
1493.1204449825852,1289.6429301900123
1289.04746367061,1409.01043052076
108.30438028745895,1002.3094745740983
1516.676943907024,1296.1435829275008
78.2657763779035,985.6738101733415
407.8313597238708,405.43511079721156
683.4275115121717,1505.3932502720008
295.693821918609,600.7991688848198
394.6919952762277,403.3002757989041
899.4709801146416,305.75892737195096
288.940291714983,612.3105502023329
989.5227974750723,807.4503593862424
1500.9783192247314,1300.7711701034434
1397.6198517912073,96.4897947761242
1409.6155492505754,96.13764840857736
1297.0253930159377,1399.9449339938026
1281.093419235497,1395.2411061681912
1500.7806231119064,1308.649681664961
890.9327537855341,293.10673065643056
1497.0111145627895,1306.8217742378588
792.041797114905,893.2891450835663
388.06177027624,411.0507246465918
402.30752472973154,414.6509950825228
397.65707761327906,389.2138031047797
387.4757697729583,399.8879915257567
1101.6534414778516,1180.5397450175774
92.34750689693337,990.2203848858052
1277.8073397627156,1413.9946546474143
1396.5966402546787,95.55075370612487
85.31989192982294,997.3288478301174
995.9633394761062,801.0308309928437
1315.913497674849,1407.7735328466918
301.4010120140913,606.7474867465501
988.2722081052935,805.6610360062101
1504.6433304201335,1293.7753422806325
282.44168513121457,582.6026178941655
1493.8190833939357,1298.748973487655
1100.464188571922,1200.2748782068688
807.4407324386099,892.5622212602453
796.1540586733195,892.3497517772112
1405.1675398374705,101.87546189429375
103.04630388852516,1015.8731932597406
697.699417513572,1503.6312514162034
1492.0492247468512,1306.0519267761094
906.7439166313678,299.60026266600136
1401.3679862181611,111.07502103110926
